CustNo,Branch SDN Name,LATITUDE,LONGITUDE,reverse_geotag_mediatrac,address_sap,checking,revisi_latlong
5810035278,SDN Semarang,-7.090492500000001,110.0504255,"5810035278 Parakan-Sukorejo, Sukorejo, Kendal, Jawa Tengah 51363, Indonesia 51363",JL. RAYA SAPEN NO. 34 SUKOREJO KENDAL -,ok,
5810035550,SDN Semarang,-7.090492500000001,110.0504255,"5810035550 Parakan-Sukorejo, Sukorejo, Kendal, Jawa Tengah 51363, Indonesia 51363",JL. RAYA SAPEN NO. 68 SUKOREJO KENDAL -,ok,
5810005522,SDN Semarang,-7.106368799999999,110.2594144,"5810005522 Pemuda, Boja, Kendal, Jawa Tengah 51381, Indonesia 51381",JL. BEBENGAN NO. 205 RT. 001 RW.003 BOJA KENDAL,not ok,
5810006035,SDN Semarang,-7.103929,110.278262,"5810006035 Pemuda, Boja, Kendal, Jawa Tengah 51381, Indonesia 51381","JL. PEMUDA 234 , BOJA , BOJA KENDAL JAWA  TENGAH",ok,
5810031011,SDN Semarang,-7.137866,110.2742497,"5810031011 Purwogondo, Boja, Kendal, Jawa Tengah 51381, Indonesia 51381",JL. BOJA - LIMBANGAN KM. 5 NO. 5 PURWOGONDO BOJA KENDAL,ok,
5810031020,SDN Semarang,-6.9620842,110.1463144,"5810031020 Taman Gede, Gemuh, Kendal, Jawa Tengah 51356, Indonesia 51356",JL. KYAI PLOSO TAMAN GEDE RT. 06 RW. 01 GEMUH KENDAL,ok,
5810019557,SDN Semarang,-6.97237,110.07,"5810019557 Utama Timur No.117, Weleri, Kendal, Jawa Tengah 51355, Indonesia 51355",PS. WELERI LOS BELAKANG KENDAL -,ok,
5810017301,SDN Semarang,-6.97200449999999, 110.0701236,"5810017301 Utama Timur No.117, Weleri, Kendal, Jawa Tengah 51355, Indonesia 51355",PS. WELERI NO.33 -,ok,
5810005502,SDN Semarang,-6.969947,110.057647,"5810005502 Utama Timur, Weleri, Kendal, Jawa Tengah 51355, Indonesia 51355",JL. UTAMA TENGAH 273 WELERI -,ok,
5810017343,SDN Semarang,-7.15585,110.411183,"5810017343 Jl. Jend. Sudirman No.54A, Ungaran Tim., Semarang, Jawa Tengah 50519, Indonesia 50519","DESA LANGENSARI, UNGARAN UNGARAN SEMARAN G JAWA TENGAH-50511",ok,
5810022790,SDN Semarang,-7.064888,110.397726,"5810022790 Jl. Patemon, Gn. Pati, Kota Semarang, Jawa Tengah 50228, Indonesia 50228",DS. MUNTAL RT. 001 RW. 005 PATEMON GUNUNG PATI SEMARANG,ok,
5810021958,SDN Semarang,-7.081314,110.562462,"5810021958 Karangawen No.02/06, Karangawen, Demak, Jawa Tengah 59566, Indonesia 59566",DS. TLOGOREJO KARANGAWEN DEMAK -,ok,
5810022506,SDN Semarang,-6.989882,110.358542,"5810022506 Jl. Ngaliyan, Ngaliyan, Kota Semarang, Jawa Tengah 50184, Indonesia 50184",GATOT SUBROTO BLOK D PURWOYOSO NGALIYAN SEMARANG,not ok,"-7.000083, 110.366633"
5810022362,SDN Semarang,-7.012425,110.454723,"5810022362 Jl. Sendangguwo Raya, Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia 50273",GAYAMSARI RT 005 RW. 003 SENDANGGUWO SEMARANG,ok,
5820000756,SDN Semarang,-7.139003,110.405399,"5820000756 Jl. Raya Suruh - Karanggede, Ungaran Bar., Semarang, Jawa Tengah 50512, Indonesia 50512",Gedung Bidakara 2 Lt. 19 Jl. Jend. Gato t Subroto Kav. 71-73 Menteng Dalam - Teb,not ok,
5810012360,SDN Semarang,-6.987964,110.418463,"5810012360 Jl. Raya Suruh - Karanggede, Semarang Sel., Kota Semarang, Jawa Tengah 50249, Indonesia 50249","GEDUNG BURSA EFEK INDONESIA, TOWER II LT . 28; JL, JEND. SUDIRMAN KAV. 52-53 SENA",not ok,
5810024124,SDN Semarang,-7.0725974,110.3070637,"5810024124 Jl. Belimbing I, Mijen, Kota Semarang, Jawa Tengah 50275, Indonesia 50275",JATISARI PERMAI BLOK A3 NO. 3 RT. 002 RW. 009 JATISARI MIJEN SEMARANG,ok,
5810032265,SDN Semarang,-6.995708,110.3344656,"5810032265 Jl. Beringin Raya, Ngaliyan, Kota Semarang, Jawa Tengah 50189, Indonesia 50189",JL BERINGIN RAYA NO 20 KEL BERINGIN KEC NGALIYAN,ok,
5810032271,SDN Semarang,-7.0214019,110.4697357,"5810032271 Jl. Fatmawati No.100, Pedurungan, Kota Semarang, Jawa Tengah 50246, Indonesia 50246",JL FATMAWATI 31 KEDUNG MUNDU TEMBALANG SEMARANG,ok,
5810032273,SDN Semarang,-7.269757,110.455376,"5810032273 Jl. Raya Suruh - Karanggede, Tuntang, Semarang, Jawa Tengah 50773, Indonesia 50773",JL FATMAWATI NO 67 TUNTANG KEL TUNTANG KEC TUNTANG,ok,
5810035070,SDN Semarang,-6.987030,110.398355,"5810035070 Jl. Puspanjolo Selatan, Semarang Bar., Kota Semarang, Jawa Tengah 50141, Indonesia 50141",JL PUSPANJOLO SELATAN NO 213 BOJONGSALAMAN/ SEMARANG BARAT,ok,
5810034169,SDN Semarang,-6.915998,110.605334,"5810034169 Jl. Sultan Trenggono, Kec. Demak, Demak, Jawa Tengah 59517, Indonesia 59517",JL RY BUYARAN 18 STLH PS BUYARAN KALIKONDANG/KARANGTENGAH DEMAK,ok,
5810034421,SDN Semarang,-7.226847,110.430994,"5810034421 Gg. Merak Rejo I, Bawen, Semarang, Jawa Tengah 50661, Indonesia 50661",JL SOEKARNO - HATTA KM 36 KELURAHAN LING HARJOSARI BAWEN,ok,
5810032344,SDN Semarang,-6.9835244,110.3651199,"5810032344 Jl. Sugriwo, Semarang Bar., Kota Semarang, Jawa Tengah 50151, Indonesia 50151",JL SUGRIWO 3 NO. 6 KRAPYAK SEMARANG BARAT SEMARANG,ok,
5810032348,SDN Semarang,-6.965652,110.414219,"5810032348 Jl. Tambra Dalam, Semarang Utara, Kota Semarang, Jawa Tengah 50176, Indonesia 50176",JL TAMBRA NO.68 KUNINGAN SEMARANG UTARA SEMARANG,ok,
5810032355,SDN Semarang,-6.9981999,110.3477368,"5810032355 Jl. Wismasari Raya, Ngaliyan, Kota Semarang, Jawa Tengah 50181, Indonesia 50181",JL WISMASARI RAYA NO 15 KEL NGALIYAN KEC. NGALIYAN,ok,
5810012223,SDN Semarang,-6.982216,110.381962,"5810012223 Jl. Bandara Jendral Ahmad Yani, Semarang Bar., Kota Semarang, Jawa Tengah 50145, Indonesia 50145",JL. A. RAHMAN SALEH RUKO SEMAR DPN ISLAMIC CENTER SEMARANG,not ok,"-7.005159, 110.380176"
5810012372,SDN Semarang,-6.9978477,110.3798275,"5810012372 Jl. Abdul Rahman Saleh, Semarang Bar., Kota Semarang, Jawa Tengah 50183, Indonesia 50183",JL. ABDULRAHMAN SALEH 247 KEMBANG ARUM .  SEMARANG 50148,ok,
5810012308,SDN Semarang,-6.9978477,110.3798275,"5810012308 Jl. Abdul Rahman Saleh, Semarang Bar., Kota Semarang, Jawa Tengah 50183, Indonesia 50183",JL. ABDULRAHMAN SALEH NO.11 . SEMARANG -,ok,
5810012021,SDN Semarang,-6.9978477,110.3798275,"5810012021 Jl. Abdul Rahman Saleh, Semarang Bar., Kota Semarang, Jawa Tengah 50183, Indonesia 50183",JL. ABDURAHMAN SALEH 810 SEMARANG -,ok,
5810012328,SDN Semarang,-6.988147,110.423609,"5810012328 Jl. Anggrek Raya, Semarang Tengah, Kota Semarang, Jawa Tengah 50241, Indonesia 50241",JL. ANGGREK I NO. 14 PEKUNDEN RT. 001 RW. 005 SEMARANG,ok,
5810011843,SDN Semarang,-7.1275484,110.4079922,"5810011843 Jl. Anggur, Ungaran Bar., Semarang, Jawa Tengah 50511, Indonesia 50511",JL. ANGGUR NO.23  UNGARAN BELAKANG PASAR UNGARAN SEMARANG,ok,
5810035402,SDN Semarang,-6.980403,110.390954,"5810035402 Jl. Anjasmoro IV, Semarang Bar., Kota Semarang, Jawa Tengah 50149, Indonesia 50149",JL. ANJASMORO RAYA NO. 49 KARANG AYU/ SEMARANG BARAT,ok,
5810012186,SDN Semarang,-6.978838,110.390921,"5810012186 Jl. Anjasmoro Raya, Semarang Bar., Kota Semarang, Jawa Tengah 50149, Indonesia 50149",JL. ANJASMORO RAYA NO. 51 SEMARANG -,ok,
5810011882,SDN Semarang,-6.978838,110.390921,"5810011882 Jl. Anjasmoro Raya, Semarang Bar., Kota Semarang, Jawa Tengah 50149, Indonesia 50149",JL. ANJASMORO V NO. 11 KARANGAYU SEMARANG BARAT SEMARANG,ok,
5810011509,SDN Semarang,-7.348973,110.508866,"5810011509 Gg. II, Argomulyo, Kota Salatiga, Jawa Tengah 50732, Indonesia 50732",JL. ARGO BOGA NO.8 A SALATIGA -,ok,
5810011528,SDN Semarang,-7.342868,110.511375,"5810011528 Jl. Argowiyoto, Argomulyo, Kota Salatiga, Jawa Tengah 50732, Indonesia 50732",JL. ARGOWIYOTO I / 8 A RT. 005 RW. 002 LEDOK ARGOMULYO SALATIGA,ok,
5810035394,SDN Semarang,-6.973572,110.39697,"5810035394 Jl. Ariloka, Semarang Bar., Kota Semarang, Jawa Tengah 50141, Indonesia 50141",JL. ARILOKA NO. 47 KROBOKAN SEMARANG BARAT SEMARANG,ok,
5810012065,SDN Semarang,-7.000704,110.466334,"5810012065 Jl. Soekarno Hatta, Pedurungan, Kota Semarang, Jawa Tengah 50246, Indonesia 50246",JL. ARTERI SOEKARNO HATTA 41 SEMARANG -,ok,
5810012085,SDN Semarang,-6.9927107,110.4421506,"5810012085 Jalan Badak VI, Gayamsari, Kota Semarang, Jawa Tengah 50249, Indonesia 50249",JL. BADAK VII/31 SEMARANG -,ok,
5810032262,SDN Semarang,-7.0613254,110.4357632,"5810032262 Jl. Banjarsari Selatan No.8, Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia 50268",JL. BANJARSARI NO. 64 TEMBALANG -,ok,
5810012327,SDN Semarang,-6.9908747,110.4391592,"5810012327 Jl. Barito, Semarang Tim., Kota Semarang, Jawa Tengah 50232, Indonesia 50232",JL. BARITO NO. 2-A KARANGTEMPEL SEMARANG TIMUR SEMARANG,ok,
5810021715,SDN Semarang,-7.212717,110.367198,"5810021715 Jl. Beringin Raya, Bandungan, Semarang, Jawa Tengah 50614, Indonesia 50614",JL. BERINGIN C / 2 RT. 001 RW. 011 BAWEN UNGARAN,ok,
5810002645,SDN Semarang,-7.053386,110.661588,"5810002645 Jend. S Sudiarto, Gubug, Grobogan, Jawa Tengah 58164, Indonesia 58164",JL. BHAYANGKARA 28 GUBUG -,not ok,
5810002646,SDN Semarang,-7.053386,110.661588,"5810002646 Jend. S Sudiarto, Gubug, Grobogan, Jawa Tengah 58164, Indonesia 58164",JL. BHAYANGKARA GUBUG -,not ok,
5810012084,SDN Semarang,-7.257745,110.405849,"5810012084 Jl. Brigjend Sudiarto No.25, Ambarawa, Semarang, Jawa Tengah 50611, Indonesia 50611",JL. BRIGJEN SUDIARTO NO. 14 RT. 001 RW. 006 KUPANG AMBARAWA,ok,
5810012259,SDN Semarang,-6.97303,110.4085194,"5810012259 Jl. Brotojoyo No.2D/7, Semarang Utara, Kota Semarang, Jawa Tengah 50171, Indonesia 50171",JL. BROTOJOYO 2D NO.11 RT.006 RW.002 PLOMBOKAN SEMARANG,ok,
5820000739,SDN Semarang,-6.9723,110.4084,"5820000739 Jl. Brotojoyo No.2D/7, Semarang Utara, Kota Semarang, Jawa Tengah 50171, Indonesia 50171",JL. BROTOJOYO 3 C / 17 RT. 008 RW. 002 P LOMBOKAN SEMARANG UTARA SEMARANG,ok,
5820000740,SDN Semarang,-6.9723,110.4084,"5820000740 Jl. Brotojoyo No.2D/7, Semarang Utara, Kota Semarang, Jawa Tengah 50171, Indonesia 50171",JL. BROTOJOYO 3 C / 17 RT. 008 RW. 002 P LOMBOKAN SEMARANG UTARA SEMARANG,ok,
5810012235,SDN Semarang,-6.983535,110.4277,"5810012235 Jl. Pringgading, Semarang Tengah, Kota Semarang, Jawa Tengah 50135, Indonesia 50135",JL. BRUMBUNGAN NO. 7 SEMARANG TENGAH SEMARANG,ok,
5810011883,SDN Semarang,-6.9751341,110.4375168,"5810011883 Jl. Bugangan, Semarang Tim., Kota Semarang, Jawa Tengah 50126, Indonesia 50126",JL. BUGANGAN NO.69 SEMARANG -,ok,
5810012285,SDN Semarang,-7.047654,110.471786,"5810012285 Jl. Bukit Seruni, Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia 50272",JL. BUKIT SERUNI I / 42 RT. 005 RW. 019 SENDANGMULYO TEMBALANG SEMARANG,ok,
5810011478,SDN Semarang,-7.328467,110.503758,"5810011478 Jl. Bungur, Sidomukti, Kota Salatiga, Jawa Tengah 50724, Indonesia 50724",JL. BUNGUR 14 SALATIGA -,ok,
5810012063,SDN Semarang,-7.003737,110.368794,"5810012063 Jl. Candi Kencana Raya, Ngaliyan, Kota Semarang, Jawa Tengah 50211, Indonesia 50211",JL. CANDI KENCANA RAYA E-49 PASADENA KALIPANCUR NGALIYAN SEMARANG,ok,
5810032268,SDN Semarang,-7.0124146,110.3809866,"5810032268 Jl. Candi Pawon Raya, Ngaliyan, Kota Semarang, Jawa Tengah 50183, Indonesia 50183",JL. CANDI PAWON III/30 KALIPANCUR SEMARANG ( samping pabrik paving ),ok,
5810035324,SDN Semarang,-7.013433,110.384395,"5810035324 Jl. Candi Pawon Tim., Ngaliyan, Kota Semarang, Jawa Tengah 50183, Indonesia 50183",JL. CANDI PAWON TIMUR NO. 4 KALIPANCUR SEMARANG BARAT SEMARANG,ok,
5810011839,SDN Semarang,-6.9799775,110.3951463,"5810011839 Jl. Cempolorejo, Semarang Bar., Kota Semarang, Jawa Tengah 50149, Indonesia 50149",JL. CEMPOLO REJO PS. KR AYU SEMARANG -,ok,
5810031012,SDN Semarang,-7.0904223,110.0918409,"5810031012 Jl. Curug Sewu, Patean, Kendal, Jawa Tengah 51364, Indonesia 51364",JL. CURUG SEWU NO. 2 CURUG SEWU PATEAN KENDAL,ok,
5810031013,SDN Semarang,-7.0904223,110.0918409,"5810031013 Jl. Curug Sewu, Patean, Kendal, Jawa Tengah 51364, Indonesia 51364",JL. CURUG SEWU RT. 01 RW. 03 NO. 55 CURUG SEWU PATEAN KENDAL,ok,
5810031016,SDN Semarang,-7.0971219,110.0679921,"5810031016 Jl. Raya Curugsewu, Patean, Kendal, Jawa Tengah 51364, Indonesia 51364",JL. CURUGSEWU RT. 01 RW. 03 CURUGSEWU PATEAN KENDAL,ok,
5810012212,SDN Semarang,-6.977219,110.418741,"5810012212 Jl. Depok, Semarang Tengah, Kota Semarang, Jawa Tengah 50133, Indonesia 50133",JL. DEPOK 50 SEMARANG -,ok,
5810012048,SDN Semarang,-7.021174,110.392452,"5810012048 Jl. Dewi Sartika Timur, Gn. Pati, Kota Semarang, Jawa Tengah 50221, Indonesia 50221",JL. DEWI SARTIKA I NO. 45 SUKOREJO GUNUNG PATI SEMARANG,ok,
5810012214,SDN Semarang,-7.021174,110.392452,"5810012214 Jl. Dewi Sartika Timur, Gn. Pati, Kota Semarang, Jawa Tengah 50221, Indonesia 50221",JL. DEWI SARTIKA TIMUR RT. 001 RW. 005 ( RUKO YTE BLOK I ) SUKOREJO GUNUNG,ok,
5810012363,SDN Semarang,-7.00131,110.417722,"5810012363 Jl. Raya Suruh - Karanggede, Gajahmungkur, Kota Semarang, Jawa Tengah 50231, Indonesia 50231",JL. DIPONEGORO NO. 32-A TEGALSARI - CAND ISARI SEMARANG - JAWA TENGAH,ok,
5810011884,SDN Semarang,-7.256001,110.406422,"5810011884 Jl. Semarang-Yogyakarta, Ambarawa, Semarang, Jawa Tengah 50613, Indonesia 50613",JL. DR. CIPTO NO. 1 C AMBARAWA -,ok,
5810012113,SDN Semarang,-7.014056,110.431184,"5810012113 Jl. Dr. Wahidin, Candisari, Kota Semarang, Jawa Tengah 50257, Indonesia 50257",JL. DR. WAHIDIN NO. 34 SEMARANG -,ok,
5810012329,SDN Semarang,-6.992446,110.425687,"5810012329 Jl. Erlangga Raya, Semarang Sel., Kota Semarang, Jawa Tengah 50241, Indonesia 50241",JL. ERLANGGA RAYA NO. 1 PLEBURAN SEMARANG SELATAN SEMARANG,ok,
5810012106,SDN Semarang,-7.290478,110.465884,"5810012106 Jl. Raya Suruh - Karanggede, Tuntang, Semarang, Jawa Tengah 50773, Indonesia 50773",JL. FATMAWATI NO. 9 KESONGO TUNTANG SALATIGA,ok,
5810034599,SDN Semarang,-6.993315,110.448148,"5810034599 Jl. Gajah Tim. IV, Gayamsari, Kota Semarang, Jawa Tengah 50248, Indonesia 50248",JL. GAJAH TIMUR IV NO. 1 GAYAMSARI SEMARANG,ok,
5810012374,SDN Semarang,-7.126131,110.405402,"5810012374 Jl. Gatot Subroto No.77, Ungaran Bar., Semarang, Jawa Tengah 50517, Indonesia 50517",JL. GATOT SUBROTO 142 BANDARJO-UNGARAN .  KAB SEMARANG 50517,ok,
5810012219,SDN Semarang,-6.994332,110.367515,"5810012219 Jl. Gatot Subroto, Ngaliyan, Kota Semarang, Jawa Tengah 50184, Indonesia 50184",JL. GATOT SUBROTO 6 SEMARANG -,ok,
5810012370,SDN Semarang,-6.994332,110.367515,"5810012370 Jl. Gatot Subroto, Ngaliyan, Kota Semarang, Jawa Tengah 50184, Indonesia 50184",JL. GATOT SUBROTO KAWASAN INDUSTRI CANDI  BLOK H-5 / H-11 PURWOYOSO SEMARANG,ok,
5810012224,SDN Semarang,-6.994332,110.367515,"5810012224 Jl. Gatot Subroto, Ngaliyan, Kota Semarang, Jawa Tengah 50184, Indonesia 50184",JL. GATOT SUBROTO NO. 45 RT. 009 RW. 002 PURWOYOSO NGALIYAN SEMARANG,ok,
5810032281,SDN Semarang,-7.0004987,110.3870183,"5810032281 Jl. Gedong Songo II, Semarang Bar., Kota Semarang, Jawa Tengah 50147, Indonesia 50147",JL. GEDONGSONGO III NO. 20 RT. 03 RW. 02 MANYARAN SEMARANG,ok,
5810012072,SDN Semarang,-7.0001799,110.3888264,"5810012072 Jl. Gedong Songo Raya, Semarang Bar., Kota Semarang, Jawa Tengah 50147, Indonesia 50147",JL. GEDONGSONGO RAYA NO. 5 RT. 004 RW 002 MANYARAN SEMARANG,ok,
5810036473,SDN Semarang,-7.012446,110.466204,"5810036473 Jl. Gemah Raya, Pedurungan, Kota Semarang, Jawa Tengah 50246, Indonesia 50246",JL. GEMAH RAYA I NO. 6 RT. 02 RW 05 PEDURUNGAN SEMARANG,ok,
5810012033,SDN Semarang,-7.091106,110.356106,"5810012033 Jl. Raya Cangkiran-Gunungpati, Gn. Pati, Kota Semarang, Jawa Tengah 50229, Indonesia 50229",JL. GUNUNG PATI RAYA NO. 5 RT. 003  RW. 005 GUNUNG PATI SEMARANG,ok,
5810011837,SDN Semarang,-6.984225,110.37065,"5810011837 Jl. Hanoman Raya, Semarang Bar., Kota Semarang, Jawa Tengah 50146, Indonesia 50146",JL. HANOMAN RAYA 5A SEMARANG -,ok,
5810012211,SDN Semarang,-6.95928,110.410448,"5810012211 Jl. Taman Hasanudin, Semarang Utara, Kota Semarang, Jawa Tengah 50176, Indonesia 50176",JL. HASANUDDIN NO. 624 SEMARANG -,ok,
5810011881,SDN Semarang,-6.972716,110.416559,"5810011881 Jl. Imam Bonjol No.99, Semarang Utara, Kota Semarang, Jawa Tengah 50172, Indonesia 50172",JL. IMAM BONJOL NO. 53 PURWOSARI SEMARANG UTARA SEMARANG,ok,
5820001107,SDN Semarang,-6.971714,110.32804,"5820001107 Jl. Tugu Industri II, Tugu, Kota Semarang, Jawa Tengah 50181, Indonesia 50181",JL. INDUSTRI TUGU I KAV 2-4 SEMARANG RAN DUGARU SEMARANG,ok,
5810012168,SDN Semarang,-7.028929,110.434355,"5810012168 Jl. Jangli Gabeng, Tembalang, Kota Semarang, Jawa Tengah, Indonesia None",JL. JANGLI 307 SEMARANG -,ok,
5810012062,SDN Semarang,-7.033019,110.42379,"5810012062 Jl. Jatingaleh II, Banyumanik, Kota Semarang, Jawa Tengah 50261, Indonesia 50261",JL. JATI LUHUR II NO. 324 NGESREP BANYUMANIK SEMARANG,ok,
5810012111,SDN Semarang,-7.25514,110.410527,"5810012111 Jl. Semarang-Yogyakarta, Ambarawa, Semarang, Jawa Tengah 50612, Indonesia 50612",JL. JEND.SUDIRMAN 112 AMBARAWA -,ok,
5810012371,SDN Semarang,-7.25514,110.410527,"5810012371 Jl. Semarang-Yogyakarta, Ambarawa, Semarang, Jawa Tengah 50612, Indonesia 50612",JL. JEND.SUDIRMAN 154 AMBARAWA SEMARANG -,ok,
5810012016,SDN Semarang,-7.25514,110.410527,"5810012016 Jl. Semarang-Yogyakarta, Ambarawa, Semarang, Jawa Tengah 50612, Indonesia 50612",JL. JEND.SUDIRMAN 175 AMBARAWA -,ok,
5810012087,SDN Semarang,-7.25514,110.410527,"5810012087 Jl. Semarang-Yogyakarta, Ambarawa, Semarang, Jawa Tengah 50612, Indonesia 50612",JL. JENDRAL SUDIRMAN 81 AMBARAWA SEMARANG,ok,
5810012094,SDN Semarang,-7.25514,110.410527,"5810012094 Jl. Semarang-Yogyakarta, Ambarawa, Semarang, Jawa Tengah 50612, Indonesia 50612",JL. JENDRAL SUDIRMAN 88 AMBARAWA SEMARANG,ok,
5810012379,SDN Semarang,-7.0051464,110.4397758,"5810012379 Jl. Jeruk Tim. II, Semarang Sel., Kota Semarang, Jawa Tengah 50249, Indonesia 50249",JL. JERUK TIMUR II / 1626 SEMARANG -,ok,
5810032286,SDN Semarang,-6.9719514,110.3957866,"5810032286 Jl. Taman Jonggring Saloko V, Semarang Bar., Kota Semarang, Jawa Tengah 50141, Indonesia 50141",JL. JONGGRING SALOKA I NO. 6 KROBOKAN SEMARANG BARAT SEMARANG,ok,
5810012096,SDN Semarang,-6.988363,110.426734,"5810012096 Jl. Kyai H. Ahmad Dahlan, Semarang Tengah, Kota Semarang, Jawa Tengah 50241, Indonesia 50241",JL. K.H. AHMAD DAHLAN SEMARANG -,ok,
5810011475,SDN Semarang,-7.3304515,110.5074287,"5810011475 Jl. Kalinyamat, Tingkir, Kota Salatiga, Jawa Tengah 50742, Indonesia 50742",JL. KALIMANYAT SALATIGA -,ok,
5810011486,SDN Semarang,-7.3304515,110.5074287,"5810011486 Jl. Kalinyamat, Tingkir, Kota Salatiga, Jawa Tengah 50742, Indonesia 50742",JL. KALINYAMAT 28 SALATIGA -,ok,
5810011501,SDN Semarang,-7.3304515,110.5074287,"5810011501 Jl. Kalinyamat, Tingkir, Kota Salatiga, Jawa Tengah 50742, Indonesia 50742",JL. KALINYAMAT 76 SALATIGA SEMARANG -,ok,
5810011506,SDN Semarang,-7.3304515,110.5074287,"5810011506 Jl. Kalinyamat, Tingkir, Kota Salatiga, Jawa Tengah 50742, Indonesia 50742",JL. KALINYAMAT E10 SALATIGA SEMARANG -,ok,
5810011510,SDN Semarang,-7.3304515,110.5074287,"5810011510 Jl. Kalinyamat, Tingkir, Kota Salatiga, Jawa Tengah 50742, Indonesia 50742",JL. KALINYAMAT SALATIGA SEMARANG -,ok,
5810002633,SDN Semarang,-7.097275,110.274773,"5810002633 Jl. Kaliwungu No.12-14, Boja, Kendal, Jawa Tengah 51381, Indonesia 51381",JL. KALIWUNGU - NGADIBOLO NO. 3 NGADIBOLO BOJA,ok,
5810012061,SDN Semarang,-7.0282811,110.408947,"5810012061 Jl. Karang Rejo Raya, Gajahmungkur, Kota Semarang, Jawa Tengah 50231, Indonesia 50231",JL. KARANG REJO 92 SEMARANG -,ok,
5810012282,SDN Semarang,-7.0830992,110.4158004,"5810012282 Jl. Karang Anyar, Banyumanik, Kota Semarang, Jawa Tengah 50264, Indonesia 50264","JL. KARANGANYAR 14 BANYUMANIK, BANYUMANI K SEMARANG JAWA TENGAH - 00000",ok,
5810012006,SDN Semarang,-7.2413,110.423613,"5810012006 Jl. Kartini Bawen, Bawen, Semarang, Jawa Tengah 50661, Indonesia 50661",JL. KARTINI KAV. 12 BAWEN AMBARAWA -,ok,
5810011519,SDN Semarang,-7.325202,110.499468,"5810011519 Jl. Kartini No.108, Sidorejo, Kota Salatiga, Jawa Tengah 50711, Indonesia 50711",JL. KARTINI NO 2 SALATIGA -,ok,
5810012182,SDN Semarang,-6.985427,110.433478,"5810012182 Jl. RA. Kartini, Semarang Tim., Kota Semarang, Jawa Tengah 50124, Indonesia 50124",JL. KARTINI RAYA RT. 005 RW. 008 SEMARANG,ok,
5810012022,SDN Semarang,-7.010054,110.424324,"5810012022 Jl. Kawi 5, Candisari, Kota Semarang, Jawa Tengah 50252, Indonesia 50252",JL. KAWI I NO. 46 RT. 002 RW. 006 WONOTINGAL CANDISARI SEMARANG,ok,
5810011829,SDN Semarang,-7.023571,110.458277,"5810011829 Jl. Kedung Mundu Lama, Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia 50276",JL. KEDUNGMUNDU NO. 6-A SEMARANG -,ok,
5810012093,SDN Semarang,-6.997209,110.441577,"5810012093 Jl. Unta II, Gayamsari, Kota Semarang, Jawa Tengah 50249, Indonesia 50249",JL. KELINCI Gg IV NO. 457 RT. 05 RW. 03 PANDEAN LAMPER SEMARANG,ok,
5810012173,SDN Semarang,-6.997209,110.441577,"5810012173 Jl. Unta II, Gayamsari, Kota Semarang, Jawa Tengah 50249, Indonesia 50249",JL. KELINCI IV NO. 453 RT. 005 RW. 003 PANDEAN LAMPER GAYAMSARI SEMARANG,ok,
5810032294,SDN Semarang,-7.0011158,110.404143,"5810032294 Jl. Kelud Utara IV, Gajahmungkur, Kota Semarang, Jawa Tengah 50237, Indonesia 50237",JL. KELUD UTARA NO. 8 ( PKL ) PETOMPON GAJAHMUNGKUR SEMARANG,ok,
5810012264,SDN Semarang,-6.984155,110.424058,"5810012264 Jl. Kemuning, Semarang Tengah, Kota Semarang, Jawa Tengah 50135, Indonesia 50135",JL. KEMUNING 21 RT. 005 RW. 004 BRUMBUNGAN SEMARANG,ok,
5810011832,SDN Semarang,-6.9799709,110.3944382,"5810011832 Jl. Kenconowungu III, Semarang Bar., Kota Semarang, Jawa Tengah 50149, Indonesia 50149",JL. KENCONO WUNGU I/27 SEMARANG -,ok,
5810012115,SDN Semarang,-6.977494,110.392693,"5810012115 Jl. Kenconowungu Dalam II, Semarang Bar., Kota Semarang, Jawa Tengah 50149, Indonesia 50149",JL. KENCONOWUNGU IV / NO. 2 KARANGAYU SEMARANG,ok,
5810012300,SDN Semarang,-7.0147367,110.3952754,"5810012300 Jl. Kendeng I, Gajahmungkur, Kota Semarang, Jawa Tengah 50233, Indonesia 50233",JL. KENDENG V BENDAN NGISOR - SEMARANG -,ok,
5810012359,SDN Semarang,-6.970719,110.428127,"5810012359 Jl. Kyai H. Agus Salim No.22-23, Semarang Tengah, Kota Semarang, Jawa Tengah 50137, Indonesia 50137",JL. KH. AGUS SALIM KEL.PETERONGAN KEC.SEMARANG TIMUR SEMARANG,ok,
5810035660,SDN Semarang,-6.999515,110.361331,"5810035660 Jl. Raya Klampisan, Ngaliyan, Kota Semarang, Jawa Tengah 50181, Indonesia 50181",JL. KLAMPISAN NO. 88 PURWOYOSO NGALIYAN SEMARANG,ok,
5810012068,SDN Semarang,-7.037346,110.473479,"5810012068 Jl. Klipang Raya, Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia 50272",JL. KLIPANG RAYA NO. 23 RT. 001 RW. 001 SENDANGMULYO TEMBALANG SEMARANG,ok,
5810012116,SDN Semarang,-7.244677,110.432167,"5810012116 Jl. Semarang-Yogyakarta, Bawen, Semarang, Jawa Tengah 50661, Indonesia 50661",JL. KRAJAN NO. 33 RT. 001 RW. 001 BRINGIN BAWEN,ok,
